ItemIndex	BodyType	GroupName	GDP	SellType	SellPrices	PopPrice	GiftPrice	Not4Sale	Charm
405	4		0;109;1104	7	2500;7500;22500	10			250
406	1		0;110;1101	7	2500;7500;22500	10			250
406	2		0;110;1102	7	2500;7500;22500	10			250
406	3		0;110;1103	7	2500;7500;22500	10			250
406	4		0;110;1104	7	2500;7500;22500	10			250
407	1	Tiªu Dao Trang (tÝm)	0;108;815	7	2500;7500;22500	10			250
407	2		0;108;820	7	2500;7500;22500	10			250
407	3		0;108;409	7	2500;7500;22500	10			250
407	4		0;108;399	7	2500;7500;22500	10			250
408	1		0;109;815	7	2500;7500;22500	10			250
408	2		0;109;820	7	2500;7500;22500	10			250
408	3		0;109;409	7	2500;7500;22500	10			250
408	4		0;109;399	7	2500;7500;22500	10			250
409	1		0;110;815	7	2500;7500;22500	10			250
409	2		0;110;820	7	2500;7500;22500	10			250
409	3		0;110;209	7	2500;7500;22500	10			250
409	4		0;110;199	7	2500;7500;22500	10			250
410	1	Tiªu Dao Trang (®en)	0;108;818	7	2500;7500;22500	10			250
410	2		0;108;823	7	2500;7500;22500	10			250
411	1		0;109;818	7	2500;7500;22500	10			250
411	2		0;109;823	7	2500;7500;22500	10			250
412	1		0;110;818	7	2500;7500;22500	10			250
412	2		0;110;823	7	2500;7500;22500	10			250
413	3	Tiªu diªu trang (hång m¬ méng)	0;108;411	7	2500;7500;22500	10			250
413	4		0;108;401	7	2500;7500;22500	10			250
414	3		0;109;411	7	2500;7500;22500	10			250
414	4		0;109;401	7	2500;7500;22500	10			250
415	3		0;110;211	7	2500;7500;22500	10			250
415	4		0;110;201	7	2500;7500;22500	10			250
416	3	Tiªu diªu trang (®á hoa hång)	0;108;412	7	2500;7500;22500	10			250
416	4		0;108;402	7	2500;7500;22500	10			250
417	3		0;109;412	7	2500;7500;22500	10			250
417	4		0;109;402	7	2500;7500;22500	10			250
418	3		0;110;212	7	2500;7500;22500	10			250
418	4		0;110;202	7	2500;7500;22500	10			250
419	3	Linh Lung Trang (cam)	0;108;207	7	2500;7500;22500	10			300
419	4		0;108;213	7	2500;7500;22500	10			300
420	3		0;109;281	7	2500;7500;22500	10			300
420	4		0;109;287	7	2500;7500;22500	10			300
421	3		0;110;281	7	2500;7500;22500	10			300
421	4		0;110;287	7	2500;7500;22500	10			300
422	3	Linh Lung Trang (vµng)	0;108;208	7	2500;7500;22500	10			300
422	4		0;108;214	7	2500;7500;22500	10			300
423	3		0;109;282	7	2500;7500;22500	10			300
423	4		0;109;288	7	2500;7500;22500	10			300
424	3		0;110;282	7	2500;7500;22500	10			300
424	4		0;110;288	7	2500;7500;22500	10			300
425	3	Linh Lung Trang (hång)	0;108;209	7	2500;7500;22500	10			300
425	4		0;108;215	7	2500;7500;22500	10			300
426	3		0;109;283	7	2500;7500;22500	10			300
426	4		0;109;289	7	2500;7500;22500	10			300
427	3		0;110;283	7	2500;7500;22500	10			300
427	4		0;110;289	7	2500;7500;22500	10			300
428	3	Linh Lung Trang (tÝm)	0;108;210	7	2500;7500;22500	10			300
428	4		0;108;216	7	2500;7500;22500	10			300
429	3		0;109;284	7	2500;7500;22500	10			300
429	4		0;109;290	7	2500;7500;22500	10			300
430	3		0;110;284	7	2500;7500;22500	10			300
430	4		0;110;290	7	2500;7500;22500	10			300
431	3	Linh Lung Trang (lam)	0;108;211	7	2500;7500;22500	10			300
431	4		0;108;217	7	2500;7500;22500	10			300
432	3		0;109;285	7	2500;7500;22500	10			300
432	4		0;109;291	7	2500;7500;22500	10			300
433	3		0;110;285	7	2500;7500;22500	10			300
433	4		0;110;291	7	2500;7500;22500	10			300
434	3	Linh Lung Trang (lôc)	0;108;212	7	2500;7500;22500	10			300
434	4		0;108;218	7	2500;7500;22500	10			300
435	3		0;109;286	7	2500;7500;22500	10			300
435	4		0;109;292	7	2500;7500;22500	10			300
436	3		0;110;286	7	2500;7500;22500	10			300
436	4		0;110;292	7	2500;7500;22500	10			300
